image_id,file_name,caption,chair_i,is_hallucinating,gt_objects,mentioned_objects,hallucinated_objects,n_gt,n_mentioned,n_hallucinated
279927,000000279927.jpg,"The image depicts a large crowd of people gathered on a beach, enjoying the sunny day. Many of the people are standing in the water, while others are standing on the sand. Some of the individuals are holding umbrellas, providing shade from the sun.

There are several people scattered throughout the scene, with some standing closer to the water's edge and others further back on the beach. The crowd appears to be diverse, with people of different ages and genders.

In addition to the people, there are a few boats visible in the water, adding to the lively atmosphere of the beach scene.",0.0,False,person|umbrella,person,,2,1,0
280918,000000280918.jpg,"The image features two women standing in a kitchen, smiling and posing for a picture. They are both wearing glasses and are positioned close to each other. The kitchen is well-equipped with various appliances and items.

There is a large oven in the background, and a microwave is placed above it. A sink can be seen nearby, and a bowl is placed on the countertop. A knife is also visible on the countertop, likely used for preparing the meal.

In addition to the kitchen items, there are two birds in the scene. One bird is located near the center of the image, while the other bird is positioned towards the right side of",0.8571,True,bottle|oven|person|refrigerator|spoon,bird|bowl|dining table|knife|microwave|oven|sink,bird|bowl|dining table|knife|microwave|sink,5,7,6
280930,000000280930.jpg,"The image features a young girl standing in a kitchen, holding a tray with a dozen freshly baked bread rolls. She is smiling and appears to be enjoying the process of making the bread. The kitchen is well-equipped with various appliances, including an oven, a refrigerator, and a microwave.

There are multiple bottles scattered around the kitchen, possibly containing ingredients or cooking supplies. A knife can also be seen on the countertop, likely used for cutting or preparing the dough. The scene captures the joy of baking and the excitement of sharing the freshly made bread with others.",0.5,True,bottle|oven|person|refrigerator,dining table|knife|microwave|oven|person|refrigerator,dining table|knife|microwave,4,6,3
281447,000000281447.jpg,"The image features a large brown horse standing in a grassy field. The horse appears to be looking at the camera, possibly posing for a picture. The field is situated near a fence, and there are several houses in the background, indicating that the area might be a residential or rural setting.",0.0,False,horse,horse,,1,1,0
283318,000000283318.jpg,"The image features a city street with a red brick sidewalk. There are several people walking along the sidewalk, with some of them carrying handbags. A fire hydrant is visible on the sidewalk, and a traffic light is present further down the street.

The street is lined with various parked cars, including a red car parked on the right side of the street. A bicycle is also parked on the sidewalk, closer to the center of the scene.

In addition to the people and vehicles, there are two American flags hanging from a building, adding a patriotic touch to the scene.",0.4,True,car|fire hydrant|person,bicycle|car|fire hydrant|person|traffic light,bicycle|traffic light,3,5,2
284698,000000284698.jpg,"The image features a man standing on the side of a road, taking a picture of himself in a mirror. He is wearing a black jacket and appears to be enjoying the moment. The road is surrounded by a scenic landscape, with a body of water visible in the background.

There are a few other people in the scene, but they are not the main focus. Additionally, there are two clocks in the image, one located near the center and the other towards the right side.",0.0,False,motorcycle|person,person,,2,1,0
284762,000000284762.jpg,"The image features a street corner with a traffic light and a street sign. The traffic light is red, indicating that vehicles should stop. The street sign is blue and has the name ""Hammastrasse"" written on it. The scene is set in front of a building, possibly a store or an office.

There are two people in the scene, one standing closer to the left side of the image and the other person located near the center. Additionally, there is a car parked on the right side of the image, partially visible behind the traffic light.",0.6667,True,traffic light,car|person|traffic light,car|person,1,3,2
287959,000000287959.jpg,"The image features a delicious-looking sandwich with meat, cheese, and vegetables, placed on a dining table. The sandwich is cut in half, revealing the various ingredients inside. There are two pieces of the sandwich, one on the left side and the other on the right side of the table.

In addition to the sandwich, there are two bowls in the scene. One bowl is located on the left side of the table, while the other is on the right side. A knife can be seen on the right side of the table, possibly used for cutting the sandwich.",0.75,True,sandwich,bowl|dining table|knife|sandwich,bowl|dining table|knife,1,4,3
288062,000000288062.jpg,"The image features a bathroom with a green toilet situated next to a blue wall. The toilet is decorated with a cow-themed toilet paper holder, adding a unique touch to the bathroom. There is also a cow-themed toilet paper roll on the toilet.

In the bathroom, there is a sink located towards the right side of the room. A toilet brush can be seen placed near the toilet, and a cup is placed on the sink. The overall scene is a quirky and playful bathroom decorated with cow-themed accessories.",0.75,True,toilet,cow|cup|sink|toilet,cow|cup|sink,1,4,3
288762,000000288762.jpg,"The image features a white plate filled with a colorful salad, including a variety of vegetables such as carrots and broccoli. The plate is placed on a wooden dining table. A fork is positioned on the table, ready to be used to enjoy the salad. The overall scene is a healthy and appetizing display of fresh vegetables.",0.3333,True,carrot|dining table|fork,broccoli|dining table|fork,broccoli,3,3,1
289594,000000289594.jpg,"The image depicts a man standing on a sidewalk next to a street sign. He is wearing a hat and appears to be looking at the sign. The scene takes place on a street with a car parked nearby. There are also two other people in the background, one closer to the left side of the image and the other further to the right.",0.0,False,car|person,car|person,,2,2,0
290293,000000290293.jpg,"The image captures a train traveling through a tunnel, with the train's lights illuminating the scene. The train is positioned in the middle of the tunnel, and its lights are shining brightly, creating a captivating atmosphere. The tunnel appears to be well-lit, providing a safe and comfortable environment for the train's passengers.",0.0,False,person|train,train,,2,1,0
290592,000000290592.jpg,"The image features a large group of sheep gathered in a grassy field. There are at least 14 sheep visible in the scene, with some standing closer to the foreground and others further back. The sheep are of various sizes and are spread out across the field.

In addition to the sheep, there are two people present in the scene. One person is located near the left side of the image, while the other person is standing closer to the right side. The people appear to be observing the sheep or possibly tending to them.",0.5,True,sheep,person|sheep,person,1,2,1
295231,000000295231.jpg,"The image features a large group of sheep gathered together in a field. There are at least 13 sheep visible in the scene, with some standing closer to the foreground and others further back. The sheep are of various sizes and are spread out across the field, creating a sense of depth and movement. The scene captures the essence of a typical day on a farm, with the sheep enjoying their time together in the open space.",0.0,False,sheep,sheep,,1,1,0
295797,000000295797.jpg,"The image features a large clock tower with two clocks on its side. The clocks are positioned at different angles, making the tower visually interesting. The tower is situated in front of a blue sky, which adds to the overall beauty of the scene.",0.0,False,clock,clock,,1,1,0
296222,000000296222.jpg,"The image features a man sitting in a chair, holding a plate with a slice of pizza on it. He is smiling and appears to be enjoying his meal. The man is wearing a black shirt and is surrounded by various objects.

There is a cup placed on a surface nearby, and a fork can be seen on the plate. A backpack is located close to the man, and a handbag is placed on the floor. Additionally, there is a refrigerator in the background, and a sink can be spotted further back in the scene.",0.3333,True,chair|cup|fork|handbag|person|pizza,backpack|chair|cup|fork|handbag|person|pizza|refrigerator|sink,backpack|refrigerator|sink,6,9,3
302536,000000302536.jpg,"The image features a man wearing a green crown and a black shirt, standing in a living room and playing a video game. He is holding a Wii remote in his hand, fully engaged in the game. The living room is furnished with a couch and a chair, and there is a dining table in the background.

In addition to the man, there are two other people in the room, one standing near the couch and the other closer to the dining table. A dog can be seen in the room, likely accompanying the people. There are also two bowls placed on the floor, possibly containing snacks or refreshments for the people in the room.",0.5,True,couch|person|remote|sports ball,chair|couch|dining table|dog|person|remote,chair|dining table|dog,4,6,3
302990,000000302990.jpg,"The image captures a thrilling moment of a man skillfully riding a wave on a surfboard. He is the main focus of the scene, with his surfboard gliding through the water. Another person can be seen in the background, possibly watching the surfer or waiting for their turn to ride the waves.

In addition to the main surfer, there are two more people in the scene, one on the left side and another on the right side. They seem to be enjoying the ocean view or participating in other water activities.",0.0,False,person|surfboard,person|surfboard,,2,2,0
303818,000000303818.jpg,"The image depicts a busy street scene with a group of people walking across the street. There are at least 12 people visible in the scene, some of them carrying handbags. A car is driving down the street, and a bus is parked nearby.

In addition to the pedestrians and vehicles, there are several motorcycles parked or moving along the street. Some of the motorcycles are located near the bus, while others are scattered throughout the scene.

The street is lined with trees, providing a pleasant atmosphere for the people walking and the vehicles navigating the area.",0.0,False,backpack|bus|car|handbag|person,bus|car|person,,5,3,0
305343,000000305343.jpg,"The image features two vases with animal faces painted on them. One vase is on the left side of the image, while the other is on the right side. The vases are placed on a table, and they are both white in color.

In addition to the vases, there are two birds visible in the scene. One bird is located near the left vase, while the other bird is situated near the right vase. The birds appear to be painted on the vases as well, adding to the artistic display.",1.0,True,cup|dog,bird|dining table|vase,bird|dining table|vase,2,3,3
305609,000000305609.jpg,"The image features a dining table filled with various plates of food, including waffles, eggs, and bacon. There are multiple bowls placed on the table, containing different dishes. A person is sitting at the table, enjoying the meal.

In addition to the food, there are utensils such as forks and spoons scattered across the table. A cell phone can be seen on the table, possibly belonging to the person enjoying the meal. The overall scene depicts a cozy and inviting dining experience.",0.3333,True,bottle|bowl|dining table|fork|knife|person|sandwich|spoon,cell phone|dining table|person,cell phone,8,3,1
306582,000000306582.jpg,"The image depicts a group of animals, including cows and goats, standing in a field. They are gathered around a wooden structure, possibly a fence or a hut, with clothes hanging on it. The clothes are arranged in a line, and there are several cows and goats in the scene.

In addition to the animals, there are two people visible in the image, one standing closer to the left side and the other near the center. The scene appears to be a rural setting with a mix of animals and human presence.",1.0,True,cow,person,person,1,1,1
308799,000000308799.jpg,"The image showcases a large, modern kitchen with black cabinets and a center island. The kitchen features a stove top oven, a refrigerator, and a microwave. There are two sinks in the kitchen, one on the left side and another on the right side.

Various items can be seen on the countertops, including a bottle, a bowl, a cup, and a spoon. There are also two bottles placed on the island, and a wine glass is located near the center of the kitchen. The overall atmosphere of the kitchen is clean and well-organized.",0.625,True,bottle|cup|oven|sink,bottle|bowl|cup|microwave|oven|refrigerator|spoon|wine glass,bowl|microwave|refrigerator|spoon|wine glass,4,8,5
309484,000000309484.jpg,"The image features a brown dog with a toothbrush in its mouth, being brushed by a person. The dog is lying on a bed, and the person is standing nearby, attending to the dog's dental hygiene.

In addition to the main scene, there are two small figurines present in the image. One figurine is located on the left side of the dog, while the other is on the right side. These figurines might be toys or decorative items in the room.",0.25,True,dog|person|toothbrush,bed|dog|person|toothbrush,bed,3,4,1
311950,000000311950.jpg,"The image features a hot dog with mustard and ketchup, placed on a table. The hot dog is positioned in the center of the scene, and it appears to be the main focus of the image. The table is covered with a colorful confetti-like pattern, adding a festive touch to the scene.",0.6667,True,hot dog,dining table|dog|hot dog,dining table|dog,1,3,2
312263,000000312263.jpg,"The image features a tall brick building with a clock on its side. The clock is positioned near the center of the building, and it is visible from the front. The building appears to be a large apartment building, with many windows on its facade.

There are several clocks on the building, with one prominently displayed on the side and another smaller clock located further down the building. The clocks are likely used to keep track of time for the residents of the building.",0.0,False,clock,clock,,1,1,0
312406,000000312406.jpg,"The image features a dining table with a variety of food items and utensils. There are two bananas, one placed near the left edge of the table and the other closer to the center. A can of cocoa powder is also present on the table, along with a spoon and a bowl. The bowl is located towards the right side of the table, while the spoon is placed near the center. The table setting creates a cozy atmosphere for enjoying a meal or snack.",0.6667,True,banana|bowl,bowl|dining table|spoon,dining table|spoon,2,3,2
313454,000000313454.jpg,"The image features a man standing at a podium, giving a presentation. He is wearing a suit and tie, and there is a microphone in front of him. The man is positioned in the center of the scene.

The presentation is taking place in a room with a dining table and several chairs placed around it. There are three chairs visible in the room, with one on the left side, one on the right side, and another one closer to the center. A potted plant is also present in the room, located near the left side of the scene.

In addition to the man at the podium, there are two other people in the room, one on the left side and another on",0.25,True,bottle|chair|person|potted plant|tie|wine glass,dining table|person|potted plant|tie,dining table,6,4,1
317999,000000317999.jpg,"The image features a man and a young child lying in bed together. The man is wearing glasses and has a beard. The child is holding a book, possibly a coloring book, and appears to be enjoying their time together.

In the room, there is a chair located near the bed, and a clock can be seen on the wall. Additionally, there is a bottle placed on a surface, possibly a table or a nightstand.",0.5714,True,bed|book|person,bed|book|bottle|chair|clock|dining table|person,bottle|chair|clock|dining table,3,7,4
319935,000000319935.jpg,"The image showcases a spacious living room with a variety of furniture and decor. There are two couches, one located on the left side of the room and the other on the right side. A chair is also present in the room, situated near the left couch. A dining table can be seen in the middle of the room, accompanied by several chairs surrounding it.

A television is mounted on the wall, and a potted plant is placed near the right side of the room. A book is resting on one of the couches, and a vase is located on the right side of the room. The living room is connected to a bedroom, as indicated by the presence of a",0.1429,True,bed|book|chair|couch|dining table|potted plant|tv,book|chair|couch|dining table|potted plant|tv|vase,vase,7,7,1
320696,000000320696.jpg,"The image captures a man skillfully riding a wave on a surfboard in the ocean. He is wearing a wetsuit and appears to be enjoying the thrill of the sport. The surfboard is positioned in the middle of the scene, with the man standing on it and maintaining his balance. The ocean waves surrounding the surfer create a dynamic and exciting atmosphere.",0.0,False,person|surfboard,person|surfboard,,2,2,0
321214,000000321214.jpg,"The image features a young child sitting at a dining table, eating a piece of cake. The child is focused on the cake, which is placed in front of them. The table is surrounded by chairs, with one chair on the left side and another on the right side.

In the background, there is a person standing near the top left corner of the image. Additionally, there is a bowl located on the left side of the table, and a spoon can be seen on the right side of the table.",0.5,True,cake|chair|person,bowl|cake|chair|dining table|person|spoon,bowl|dining table|spoon,3,6,3
322610,000000322610.jpg,"The image depicts a busy city street with a woman sitting on a bench under an umbrella. She is holding a handbag and appears to be waiting for someone. There are several other people walking down the street, some of them carrying handbags as well.

In the scene, there are multiple umbrellas, with one being held by the woman sitting on the bench, another one further down the street, and a third one closer to the right side of the image. A potted plant can be seen on the left side of the street, adding some greenery to the urban environment.",0.2,True,bench|handbag|person|umbrella,bench|handbag|person|potted plant|umbrella,potted plant,4,5,1
323709,000000323709.jpg,"The image features a large white airplane parked on a runway, with its nose pointing towards the camera. The airplane is positioned in front of a large dome structure, which could be a satellite dish or a building. The scene also includes a person standing near the airplane, possibly observing or attending to the aircraft. The overall atmosphere suggests a busy airport or airstrip.",0.5,True,airplane,airplane|person,person,1,2,1
324258,000000324258.jpg,"The image depicts a lively scene of two men playing a video game together in a living room. They are both holding Wii controllers, fully engaged in the game. The living room is furnished with a couch and a chair, providing a comfortable space for the players.

There are several books scattered around the room, indicating that the occupants enjoy reading. A bottle can be seen on a surface, possibly containing a beverage for the players to enjoy during their gaming session. A laptop is also present in the room, possibly for work or entertainment purposes.",0.25,True,book|bottle|couch|laptop|person|remote,bottle|chair|couch|laptop,chair,6,4,1
325031,000000325031.jpg,"The image features a large white elephant statue in a park, surrounded by a crowd of people. The elephant statue is decorated with various designs, including a blue line on its trunk. The people are scattered around the statue, with some standing closer to the elephant and others further away.

In addition to the elephant statue, there are several benches placed throughout the park, providing seating for visitors. A few people can be seen sitting on these benches, enjoying the park's atmosphere.",0.0,False,bench|elephant|person|tie,elephant|person,,4,2,0
325838,000000325838.jpg,"The image features a woman sitting at a table with a laptop and a mouse in front of her. She is using the laptop, which is placed on the table. There are two chairs in the scene, one near the woman and another further away.

In addition to the laptop, there are two keyboards on the table, one in front of the woman and another one placed closer to the edge of the table. A cell phone can also be seen on the table, near the edge.

The room appears to be a workspace, with a chair positioned near the edge of the table. There is also a backpack placed on the floor, close to the edge of the table.",0.2857,True,cell phone|chair|keyboard|laptop|mouse|person,backpack|cell phone|chair|dining table|laptop|mouse|person,backpack|dining table,6,7,2
326174,000000326174.jpg,"The image depicts a group of people, including both adults and children, walking along a beach with their surfboards. There are at least six people in the scene, with some of them carrying surfboards. The surfboards come in various sizes and are being held by the individuals.

The beach is a sandy area, and the ocean is visible in the background. The people are spread out along the beach, with some closer to the water and others further back. The atmosphere appears to be lively and fun, as the group enjoys their time together on the beach.",0.0,False,person|surfboard,person,,2,1,0
327306,000000327306.jpg,"The image features a skateboarder riding a skateboard on a cement ledge or a small ramp. The skateboarder is positioned in the center of the scene, with the skateboard underneath them. The skateboarder appears to be performing a trick or simply enjoying their time at the skate park.",0.0,False,person|skateboard,skateboard,,2,1,0
328601,000000328601.jpg,"The image features a man in a grey shirt and grey pants, swinging a tennis racket at a tennis ball. He is in the middle of a tennis match, demonstrating his skill and focus on the game. The tennis ball is in the air, close to the man, as he prepares to hit it with his racket. The scene captures the intensity and excitement of the sport.",0.0,False,person|sports ball|tennis racket,person|sports ball|tennis racket,,3,3,0
329455,000000329455.jpg,"The image features a large pizza placed on a wooden table, taking up a significant portion of the table. The pizza is topped with pepperoni and cheese, making it an appetizing sight. 

There are two people in the scene, one on the left side and another on the right side of the table. They seem to be enjoying their meal together. 

Various tableware items are present, including a cup, a fork, a knife, and a spoon. The cup is located on the left side of the table, while the fork and knife are placed closer to the center. The spoon is situated on the right side of the table. 

Add",0.4286,True,chair|cup|dining table|person|pizza,cup|dining table|fork|knife|person|pizza|spoon,fork|knife|spoon,5,7,3
331075,000000331075.jpg,"The image features a wet dog standing on a beach, with its tongue out and a smile on its face. The dog appears to be enjoying its time at the beach. The dog is the main focus of the scene, and it is the only animal visible.",0.0,False,dog,dog,,1,1,0
331317,000000331317.jpg,"The image features a large, ornate clock with Roman numerals, prominently displayed in a building. The clock is situated in the center of the scene, and its intricate design adds a sense of elegance to the space.

In addition to the clock, there are several windows in the background, providing natural light to the room. The windows are positioned at various heights and angles, creating a dynamic and visually interesting environment.",0.0,False,clock|person,clock,,2,1,0
334371,000000334371.jpg,"The image depicts a busy city street with a mix of vehicles and pedestrians. There are several buses on the road, including a double-decker bus and a few other buses of various sizes. A man is standing on the sidewalk, waiting to cross the street.

In addition to the buses, there are multiple cars on the street, with some parked and others in motion. A traffic light is visible on the left side of the scene, and a fire hydrant can be seen further down the street.

There are also a few people walking around the area, with one person closer to the center of the scene and another person near the right edge of the image.",0.25,True,bus|car|person|traffic light,bus|fire hydrant|person|traffic light,fire hydrant,4,4,1
335328,000000335328.jpg,"The image captures a man and a young boy enjoying a day at the beach. The man is wearing a wetsuit and is standing in the water, while the boy is lying on a surfboard, riding a wave. The surfboard is positioned in the water, with the boy lying on it.

There are several other people in the scene, some of them closer to the water, while others are further away. The beach is bustling with activity, and the atmosphere appears lively and fun.",0.0,False,person|surfboard,person|surfboard,,2,2,0
338718,000000338718.jpg,"The image depicts a street scene with a car driving down the road. There are two cars in the scene, one on the left side and another on the right side of the road. A truck is also visible on the right side of the road.

There are two people in the scene, one standing near the center of the image and another person closer to the right side. A traffic light can be seen on the left side of the image, and a fire hydrant is located on the left side of the road as well.

Additionally, there are two traffic signs in the scene, one on the left side and another on the right side of the road. The signs are lying on the ground, possibly due",0.8,True,car,car|fire hydrant|person|traffic light|truck,fire hydrant|person|traffic light|truck,1,5,4
342367,000000342367.jpg,"The image features a man wearing a top hat and a black jacket, standing in front of a television. He appears to be giving a speech or presentation. There are several other people in the scene, some of whom are also wearing ties.

In the room, there are two chairs, one located near the center of the scene and the other towards the right side. A laptop can be seen placed on a surface, possibly for the man giving the speech to use. Additionally, there is a cell phone in the scene, possibly belonging to one of the people present.",0.25,True,book|laptop|person|tv,cell phone|laptop|person|tv,cell phone,4,4,1
343934,000000343934.jpg,"The image features a blue motorcycle parked in front of a building with graffiti on its walls. The motorcycle is positioned on the left side of the scene, and it appears to be the main focus of the image. The graffiti on the building adds a vibrant and artistic touch to the scene.",0.0,False,motorcycle,motorcycle,,1,1,0
344795,000000344795.jpg,"The image features a silver oven with a metal tray inside, containing a cake. The cake is covered in tin foil, and it appears to be cooking in the oven. The oven is located in the lower part of the image, and the cake is placed towards the center of the scene.",0.0,False,cake|oven,cake|oven,,2,2,0
345385,000000345385.jpg,"The image features two men lying in bed together, with one man resting his head on the other's chest. They are both covered by a blanket, creating a cozy and intimate atmosphere. The bed they are lying on is positioned against a wall, and there is a pillow visible near the top of the bed. The scene captures a moment of closeness and relaxation between the two men.",0.0,False,bed|person,bed|person,,2,2,0
346232,000000346232.jpg,"The image depicts a lively scene of a group of people walking down a dirt road, possibly at a festival. There are at least 13 people visible in the scene, with some walking closer to the camera and others further away.

Among the crowd, there are two umbrellas, one located in the middle of the scene and the other towards the right side. A handbag can be seen near the center of the image, and a backpack is located on the right side of the scene.

In the background, there are two cars parked along the road, and a truck is visible on the right side of the image. The overall atmosphere of the scene is vibrant and",0.25,True,backpack|car|person|truck|umbrella,backpack|handbag|person|truck,handbag,5,4,1
347265,000000347265.jpg,"The image features a woman wearing a pink jacket and black pants, standing on a snow-covered trail. She is holding ski poles and appears to be enjoying her time in the snowy forest. The woman is positioned in the center of the scene, surrounded by trees.

There are several trees in the background, with some closer to the woman and others further away. The snow-covered trail is visible, leading the woman through the forest. The overall atmosphere of the image is serene and picturesque, showcasing the beauty of the winter landscape.",0.0,False,person|skis,person|skis,,2,2,0
348216,000000348216.jpg,"The image features a room with a row of five old-fashioned wooden bathtubs lined up against a wall. The tubs are placed in a way that they are all visible, with some of them being closer to the foreground and others further back. The room appears to be a bathroom, and the tubs are likely used for bathing or other purposes.",0.0,False,toilet,,,1,0,0
350019,000000350019.jpg,"The image features a young boy standing in a kitchen, holding a suitcase. The suitcase is large and brown, with a patterned design. The boy appears to be looking at the suitcase, possibly preparing for a trip or just returning from one. The kitchen is furnished with a refrigerator on the left side of the room and a dining table in the background.",0.5,True,person|suitcase,dining table|person|refrigerator|suitcase,dining table|refrigerator,2,4,2
350679,000000350679.jpg,"The image features a bride and groom cutting a large, multi-layered wedding cake together. They are surrounded by several guests, some of whom are standing close to the couple, while others are further away. The guests are watching the couple as they share the cake.

In addition to the cake, there are two bottles visible in the scene, one located near the bottom right corner and the other near the top right corner. A knife is also present, placed near the cake, which the couple is using to cut it.",0.0,False,cake|dining table|knife|person|tie,cake|knife,,5,2,0
350833,000000350833.jpg,"The image features a small bathroom with a white toilet and a white bathtub. The toilet is positioned towards the left side of the bathroom, while the bathtub is located towards the right side. The bathroom also has a sink situated on the left side of the room.

There are two toilet paper rolls in the bathroom, one placed near the toilet and the other closer to the sink. Additionally, there is a bottle located near the sink, possibly containing a bathroom product.",0.3333,True,sink|toilet,bottle|sink|toilet,bottle,2,3,1
352760,000000352760.jpg,"The image captures a man wearing a yellow ski suit, soaring through the air while skiing. He is in the middle of a jump, showcasing his skill and athleticism. The skier is the main focus of the scene, and his skis are clearly visible beneath him. The image also features a pair of skis, which are located on the ground, likely belonging to the skier or another individual.",0.0,False,person|skis,person|skis,,2,2,0
353096,000000353096.jpg,"The image features a white computer monitor sitting on a desk. The monitor is turned on, displaying a blue screen with a lightning bolt on it. The desk is also equipped with a keyboard and a mouse, both placed in front of the monitor.

In addition to the computer setup, there are two books on the desk, one located closer to the left side and the other near the right side. A cell phone can be seen on the desk as well, positioned towards the right side.",0.5,True,keyboard|mouse|tv,cell phone|dining table|keyboard|laptop|mouse|tv,cell phone|dining table|laptop,3,6,3
355817,000000355817.jpg,"The image features a large red and yellow bus driving down a street. The bus is positioned in the middle of the scene, occupying a significant portion of the image. There are several people visible in the scene, with some standing near the bus and others walking along the street.

In addition to the bus, there are two cars in the image, one located on the left side of the street and the other on the right side. A fire hydrant can be seen on the left side of the street, and a traffic light is visible further down the road.",0.5,True,bus|person,bus|fire hydrant|person|traffic light,fire hydrant|traffic light,2,4,2
358427,000000358427.jpg,"The image features a fork with a piece of broccoli on it, placed on a dining table. The broccoli is in the center of the fork, and there are several other pieces of broccoli scattered around the fork. Some of these pieces are located closer to the edge of the fork, while others are positioned further away. The overall scene suggests a meal being prepared or enjoyed.",0.3333,True,broccoli|fork,broccoli|dining table|fork,dining table,2,3,1
358923,000000358923.jpg,"The image features a woman wearing a red shirt and a yellow, blue, and red umbrella hat. She is talking on her cell phone while standing outside. There are several other people in the scene, some of whom are also using cell phones.

In addition to the people, there are two handbags visible in the image, one near the center and the other towards the right side. A truck can be seen in the background, and a traffic light is present on the left side of the scene.",0.4,True,cell phone|person|umbrella,cell phone|person|traffic light|truck|umbrella,traffic light|truck,3,5,2
360137,000000360137.jpg,"The image features a woman standing on a cliff, holding a colorful umbrella to protect herself from the elements. She is wearing a blue shirt and a white bag is visible near her. The woman appears to be enjoying her time at the cliff, taking in the beautiful view of the ocean.",0.3333,True,handbag|person|umbrella,backpack|person|umbrella,backpack,3,3,1
360661,000000360661.jpg,"The image captures a thrilling scene of two jockeys riding horses on a beach. The horses are galloping, with one horse positioned closer to the left side of the image and the other horse more towards the right side. The jockeys are skillfully riding their horses, with one jockey on the left horse and the other on the right horse.

In addition to the jockeys and horses, there are several people in the scene, likely spectators or fellow racers. Some of them are standing near the horses, while others are scattered throughout the image. A backpack can also be seen on the ground, possibly belonging to one of the people present.",0.3333,True,horse|person,backpack|horse|person,backpack,2,3,1
361238,000000361238.jpg,"The image features a woman sitting at a dining table, smiling and enjoying a large pizza placed in front of her. The pizza is covered in various toppings, making it an appetizing sight. 

The dining table is surrounded by chairs, with one chair on the left side of the table and another on the right side. There are also two potted plants in the scene, one located near the top left corner and the other near the top right corner. 

Additionally, there are two bottles in the scene, one placed near the top right corner and the other near the top left corner. A book can be seen on the table, positioned towards the top right corner.",0.4,True,backpack|cup|dining table|person|pizza|potted plant,book|chair|dining table|person|pizza,book|chair,6,5,2
361571,000000361571.jpg,"The image features a brown and white dog wearing a hat, standing in a grassy field. The dog appears to be smiling and enjoying the outdoors. The hat is placed on the dog's head, adding a playful touch to the scene. The dog is the main focus of the image, and it seems to be the center of attention in the field.",0.0,False,dog,dog,,1,1,0
362682,000000362682.jpg,"The image features a blue and white bus driving down a street. The bus is adorned with a cat design, making it stand out. There are several people visible in the scene, with one person standing near the front of the bus, another person closer to the middle, and a third person further back on the right side of the bus.

In addition to the bus, there is a cat located on the left side of the image, possibly a decoration or a real-life cat. The scene also includes a clock on the right side of the image, possibly indicating the time of day.",0.5,True,bus|person|truck,bus|cat|clock|person,cat|clock,3,4,2
362716,000000362716.jpg,"The image features a man wearing a green shirt and a white hat, playing tennis on a court. He is holding a tennis racket and is in the process of hitting a tennis ball with it. The tennis ball is in the air, close to the man's racket.

There are two other people in the scene, one standing near the left edge of the image and the other person located towards the right side. Additionally, there is a sports ball visible in the background, possibly a soccer ball.",0.0,False,person|sports ball|tennis racket,person|sports ball|tennis racket,,3,3,0
363072,000000363072.jpg,"The image features a train traveling down the tracks, with a large building in the background. The train is positioned in the middle of the scene, and it appears to be a passenger train. There are several people visible in the image, with some standing near the train and others scattered throughout the scene.

In addition to the train and people, there are two cars in the scene, one located near the left side of the image and the other closer to the right side. A bench can also be seen in the middle of the scene, possibly providing a place for people to sit and wait for the train.",0.6667,True,train,bench|person|train,bench|person,1,3,2
365098,000000365098.jpg,"The image features a small boat floating on a body of water, possibly a lake. The boat is black and appears to be a canoe. It is situated in the middle of the scene, with the water surrounding it.

There are no people or animals visible in the image. The focus is on the boat and the water it is floating on.",0.5,True,boat,boat|person,person,1,2,1
368294,000000368294.jpg,"The image features a man wearing a yellow shirt, sitting at a workbench in a workshop. He is focused on cutting a piece of paper with a pair of scissors. The workbench is equipped with various tools, including a knife and a pair of scissors.

In the background, there are two other people, one standing closer to the left side of the image and the other person standing further to the right. Additionally, there are two cups placed on the workbench, one near the center and the other closer to the right side.",0.3333,True,person|scissors,knife|person|scissors,knife,2,3,1
369081,000000369081.jpg,"The image features a group of three horses walking together in a grassy field. They are positioned in a line, with one horse slightly ahead of the others. The horses are walking in a field with trees in the background, creating a serene and natural setting.",0.0,False,horse,horse,,1,1,0
370270,000000370270.jpg,"The image depicts a lively scene in a kitchen, where a woman is swinging a baseball bat at a ball. Another woman is standing nearby, watching the action. There are two more people in the scene, one on the left side and another on the right side.

The kitchen is well-equipped with various items. There are multiple cups placed around the room, with one near the left side, another in the middle, and the third one on the right side. A bowl can be seen on the left side of the room, and a spoon is located near the center. A bottle is also present in the scene, situated on the right side.

In addition to the people and kitchen",0.5,True,bowl|person|sports ball,baseball bat|bottle|bowl|person|spoon|sports ball,baseball bat|bottle|spoon,3,6,3
370478,000000370478.jpg,"The image features a bedroom with a bed in the background. On the floor, there is a laptop computer, a backpack, and a suitcase. The backpack is placed next to the laptop, while the suitcase is situated nearby. The bedroom also contains a dresser and a bookshelf, with several books scattered across the shelves. A cup can be seen on the dresser, and a clock is mounted on the wall.",0.3333,True,backpack|bed|book|laptop|suitcase,backpack|bed|clock|cup|laptop|suitcase,clock|cup,5,6,2
